customer_id,customer_name,segment,region,city,join_date
CUST0298,UD Laksita Nababan,Mini Market,Sulawesi Selatan,Parepare,2024-07-30
CUST0299,CV Hutagalung Sihombing,Retail Store,DKI Jakarta,Jakarta Pusat,2024-05-01
CUST0300,Perum Namaga,Retail Store,Jawa Barat,Bandung,2026-03-08
CUST0301,UD Safitri,Retail Store,Jawa Barat,Cirebon,2026-02-26
CUST0302,CV Marpaung Najmudin (Persero) Tbk,Retail Store,Jawa Barat,Bekasi,2024-01-17
CUST0303,PD Utama,Mini Market,Jawa Barat,Bogor,2025-10-24
CUST0304,PD Suryatmi Suryono,Retail Store,Jawa Barat,Bogor,2025-09-05
CUST0305,CV Nasyidah Permadi Tbk,Supermarket,Jawa Timur,Malang,2025-11-27
CUST0306,CV Uwais Wastuti Tbk,Wholesaler,Jawa Barat,Bogor,2026-07-19
CUST0307,PD Mardhiyah Tbk,Retail Store,DKI Jakarta,Jakarta Selatan,2025-01-13
CUST0308,Perum Mandala Ramadan,Online Reseller,Sumatera Utara,Binjai,2026-07-20
CUST0309,UD Puspasari Jailani (Persero) Tbk,Retail Store,Jawa Barat,Cirebon,2023-10-23
CUST0310,UD Hartati Mulyani,Supermarket,Sumatera Utara,Binjai,2024-07-04
CUST0311,PT Prasetya Hartati Tbk,Retail Store,Jawa Barat,Bogor,2024-02-04
CUST0312,PT Widodo Mardhiyah Tbk,Mini Market,Jawa Timur,Surabaya,2026-06-10
CUST0313,UD Prasetyo,Retail Store,DKI Jakarta,Jakarta Pusat,2024-05-11
CUST0314,UD Maulana,Supermarket,Jawa Timur,Kediri,2023-09-26
CUST0315,PD Mandala Tbk,Retail Store,Jawa Barat,Bogor,2024-01-24
CUST0316,PT Budiyanto,Wholesaler,Banten,Tangerang,2024-12-30
CUST0317,Perum Sudiati Nuraini,Mini Market,Jawa Timur,Surabaya,2024-06-02
CUST0318,CV Sihombing (Persero) Tbk,Mini Market,Jawa Barat,Bogor,2024-12-02
CUST0319,Perum Haryanti Haryanto (Persero) Tbk,Retail Store,DKI Jakarta,Jakarta Selatan,2023-10-18
CUST0320,Perum Nasyiah Budiyanto (Persero) Tbk,Retail Store,Jawa Tengah,Magelang,2026-02-28
CUST0321,PD Adriansyah Tbk,Retail Store,Jawa Barat,Bekasi,2025-10-21
CUST0322,CV Widiastuti Winarsih (Persero) Tbk,Retail Store,Jawa Barat,Depok,2024-05-16
CUST0323,PT Novitasari (Persero) Tbk,Wholesaler,Jawa Barat,Cirebon,2025-03-22
CUST0324,PT Usada Wibisono Tbk,Supermarket,DKI Jakarta,Jakarta Barat,2024-10-27
CUST0325,UD Hidayat,Mini Market,Banten,Cilegon,2024-05-30
CUST0326,Perum Sitorus,Mini Market,Jawa Barat,Bandung,2024-09-07
CUST0327,Perum Sirait (Persero) Tbk,Supermarket,DKI Jakarta,Jakarta Pusat,2024-01-20
CUST0328,PD Usamah Najmudin (Persero) Tbk,Retail Store,Jawa Timur,Surabaya,2026-02-21
CUST0329,PT Sihombing Pangestu (Persero) Tbk,Retail Store,Jawa Tengah,Solo,2023-11-04
CUST0330,UD Saragih,Mini Market,DKI Jakarta,Jakarta Pusat,2026-01-09
CUST0331,UD Firgantoro Yuliarti (Persero) Tbk,Online Reseller,Jawa Tengah,Magelang,2025-03-13
CUST0332,UD Saputra,Retail Store,DKI Jakarta,Jakarta Selatan,2024-07-05
CUST0333,PD Wacana Tbk,Retail Store,Jawa Barat,Depok,2024-01-10
CUST0334,UD Nashiruddin Mandasari Tbk,Retail Store,Jawa Tengah,Solo,2026-05-02
CUST0335,PT Anggraini (Persero) Tbk,Retail Store,Jawa Barat,Bandung,2024-10-02
CUST0336,Perum Sihombing Sinaga,Wholesaler,Jawa Barat,Bogor,2024-12-10
CUST0337,UD Samosir Tbk,Mini Market,Jawa Barat,Bogor,2023-12-17
CUST0338,CV Handayani Tampubolon Tbk,Online Reseller,Jawa Timur,Surabaya,2025-06-16
CUST0339,Perum Fujiati Tbk,Retail Store,Jawa Barat,Bogor,2023-10-12
CUST0340,PT Winarsih,Wholesaler,Bali,Denpasar,2025-07-27
CUST0341,Perum Wastuti (Persero) Tbk,Retail Store,Sumatera Utara,Medan,2025-07-25
CUST0342,Perum Wastuti Farida,Supermarket,Jawa Barat,Bandung,2026-07-05
CUST0343,CV Yuliarti,Mini Market,Sulawesi Selatan,Parepare,2023-10-04
CUST0344,Perum Firmansyah Suartini (Persero) Tbk,Retail Store,DKI Jakarta,Jakarta Barat,2024-10-01
CUST0345,UD Handayani (Persero) Tbk,Retail Store,Banten,Cilegon,2025-09-08
CUST0346,PD Sihotang Tbk,Mini Market,Jawa Tengah,Solo,2025-05-16
CUST0347,PT Nashiruddin,Retail Store,Jawa Timur,Malang,2024-05-26
CUST0348,Perum Lazuardi Saptono Tbk,Mini Market,Jawa Barat,Bekasi,2025-02-23
CUST0349,Perum Suwarno Lestari,Mini Market,Jawa Tengah,Solo,2025-10-05
CUST0350,PT Hartati Natsir,Mini Market,Jawa Barat,Depok,2024-04-02
CUST0351,PT Zulaika Simanjuntak Tbk,Retail Store,DKI Jakarta,Jakarta Pusat,2026-05-07
CUST0352,UD Manullang (Persero) Tbk,Retail Store,Jawa Tengah,Solo,2025-10-11
CUST0353,PT Pangestu Mandala,Online Reseller,Jawa Barat,Bogor,2026-01-12
CUST0354,PT Tarihoran Puspasari Tbk,Wholesaler,Jawa Tengah,Tegal,2024-05-12
CUST0355,Perum Irawan Haryanto,Supermarket,Jawa Tengah,Solo,2025-01-19
CUST0356,Perum Zulkarnain Wasita (Persero) Tbk,Mini Market,Banten,Serang,2024-07-30
CUST0357,PT Hartati Tbk,Mini Market,Jawa Timur,Malang,2024-01-11
CUST0358,CV Puspasari (Persero) Tbk,Online Reseller,Jawa Tengah,Semarang,2025-09-09
CUST0359,PD Mardhiyah Hakim,Online Reseller,Sumatera Utara,Binjai,2025-12-14
CUST0360,UD Marbun Marpaung,Supermarket,Jawa Barat,Bandung,2026-02-22
CUST0361,UD Maryati Suryono,Retail Store,Sulawesi Selatan,Parepare,2024-08-14
CUST0362,CV Usada Tbk,Supermarket,Jawa Barat,,2026-03-10
CUST0363,Perum Nasyidah (Persero) Tbk,Wholesaler,DKI Jakarta,Jakarta Selatan,2024-01-11
CUST0364,Perum Prastuti Mangunsong,Wholesaler,Jawa Barat,Depok,2025-02-27
CUST0365,Perum Gunarto (Persero) Tbk,Retail Store,Jawa Barat,Bogor,2024-03-01
CUST0366,CV Pertiwi Tbk,Wholesaler,Jawa Barat,Bogor,2023-11-23
CUST0367,PD Utami,Mini Market,DKI Jakarta,Jakarta Selatan,2025-07-03
CUST0368,PD Prasasta Tbk,Wholesaler,Jawa Tengah,Solo,2025-04-15
CUST0369,PT Manullang,Wholesaler,Jawa Timur,Surabaya,2024-07-17
CUST0370,PD Putra Siregar (Persero) Tbk,Retail Store,Jawa Timur,Malang,2024-12-20
CUST0371,UD Wacana (Persero) Tbk,Retail Store,Jawa Timur,Kediri,2024-08-03
CUST0372,UD Permadi,Mini Market,Banten,Serang,2025-12-06
CUST0373,PD Prayoga (Persero) Tbk,Wholesaler,Jawa Tengah,Magelang,2025-01-18
CUST0374,PD Susanti Tbk,Mini Market,Jawa Timur,Surabaya,2023-12-11
CUST0375,UD Permata Sihotang,Mini Market,Sulawesi Selatan,,2024-05-24
CUST0376,PD Mulyani Hastuti,Online Reseller,Jawa Barat,Bogor,2024-03-21
CUST0377,PD Damanik (Persero) Tbk,Retail Store,DKI Jakarta,Jakarta Barat,2025-02-23
CUST0378,CV Pratama Padmasari Tbk,Wholesaler,Jawa Barat,,2026-06-27
CUST0379,PD Riyanti Tbk,Mini Market,DKI Jakarta,Jakarta Timur,2023-10-19
CUST0380,PT Astuti,Wholesaler,Sulawesi Selatan,Makassar,2024-07-04
CUST0381,UD Waskita Tbk,Retail Store,Jawa Barat,Bandung,2024-01-20
CUST0382,Perum Purwanti,Supermarket,Jawa Tengah,Magelang,2023-10-15
CUST0383,PT Winarno Tbk,Mini Market,Jawa Barat,Bekasi,2024-03-27
CUST0384,Perum Zulaika (Persero) Tbk,Wholesaler,Banten,Cilegon,2025-12-11
CUST0385,PD Wahyudin,Wholesaler,Jawa Tengah,Magelang,2024-01-14
CUST0386,Perum Utama (Persero) Tbk,Wholesaler,Jawa Barat,Bandung,2026-01-13
CUST0387,Perum Gunarto Gunawan (Persero) Tbk,Retail Store,Jawa Barat,Bandung,2024-03-31
CUST0388,PD Maryati Tbk,Retail Store,Banten,Cilegon,2024-01-24
CUST0389,UD Suryatmi Simanjuntak,Supermarket,Jawa Tengah,Tegal,2024-02-06
CUST0390,Perum Sirait Tbk,Mini Market,Banten,Serang,2024-02-20
CUST0391,PD Budiyanto Tbk,Mini Market,DKI Jakarta,Jakarta Timur,2025-10-11
CUST0392,PD Padmasari,Retail Store,Jawa Tengah,Tegal,2024-08-23
CUST0393,Perum Kusmawati,Online Reseller,Jawa Barat,Cirebon,2024-07-28
CUST0394,PT Padmasari Kuswandari,Mini Market,DKI Jakarta,Jakarta Pusat,2024-06-12
CUST0395,CV Zulaika Prasasta (Persero) Tbk,Online Reseller,Jawa Timur,,2024-02-29
CUST0396,CV Budiyanto,Mini Market,Jawa Barat,Cirebon,2025-05-14
CUST0397,CV Zulkarnain Putra Tbk,Mini Market,Jawa Timur,Malang,2024-12-21
CUST0398,PT Mandala Maryati (Persero) Tbk,Wholesaler,Jawa Barat,Bogor,2025-02-26
CUST0399,Perum Waluyo Sihotang (Persero) Tbk,Mini Market,Sulawesi Selatan,Makassar,2025-05-02
CUST0400,Perum Thamrin Tbk,Online Reseller,DKI Jakarta,Jakarta Barat,2025-01-11
CUST0401,CV Setiawan Puspita,Retail Store,Banten,Tangerang,2025-06-25
CUST0402,UD Pranowo Tbk,Mini Market,DKI Jakarta,Jakarta Selatan,2024-07-18
CUST0403,Perum Saefullah Tbk,Supermarket,Jawa Timur,Sidoarjo,2024-08-08
CUST0404,PD Situmorang Maulana Tbk,Online Reseller,Sulawesi Selatan,Parepare,2024-01-07
CUST0405,UD Handayani,Retail Store,Jawa Timur,Surabaya,2023-10-12
CUST0406,CV Pangestu Nasyiah Tbk,Wholesaler,Bali,Gianyar,2025-08-14
CUST0407,CV Kurniawan (Persero) Tbk,Online Reseller,Jawa Barat,Cirebon,2026-06-13
CUST0408,CV Habibi Januar,Mini Market,Sumatera Utara,Binjai,2024-05-18
CUST0409,PT Zulaika Mandala (Persero) Tbk,Retail Store,DKI Jakarta,Jakarta Pusat,2024-11-21
CUST0410,PD Yolanda Kusmawati,Retail Store,Jawa Barat,Bogor,2026-07-18
CUST0411,UD Sinaga Suwarno,Retail Store,Sumatera Utara,Binjai,2025-01-30
CUST0412,Perum Pradipta,Retail Store,Jawa Tengah,Tegal,2025-08-03
CUST0413,CV Agustina,Online Reseller,DKI Jakarta,Jakarta Timur,2025-04-03
CUST0414,PT Widodo Lailasari,Retail Store,Jawa Tengah,Tegal,2026-04-19
CUST0415,PT Anggriawan Tbk,Mini Market,Banten,Cilegon,2024-03-18
CUST0416,UD Suryono,Mini Market,Jawa Tengah,Magelang,2025-05-09
CUST0417,CV Mayasari Hastuti Tbk,Retail Store,Jawa Barat,Cirebon,2025-01-05
CUST0418,UD Marpaung,Mini Market,Jawa Timur,Malang,2024-03-25
CUST0419,CV Budiman Tbk,Retail Store,Sulawesi Selatan,Makassar,2025-11-04
CUST0420,CV Suryatmi Uyainah,Mini Market,DKI Jakarta,Jakarta Barat,2026-01-08
CUST0421,Perum Simbolon Irawan Tbk,Supermarket,Jawa Barat,Depok,2026-05-05
CUST0422,CV Kuswandari Sinaga,Online Reseller,Jawa Barat,Bekasi,2025-08-28
CUST0423,UD Winarno,Mini Market,Jawa Barat,Cirebon,2026-06-16
CUST0424,UD Sihombing (Persero) Tbk,Online Reseller,Jawa Barat,Cirebon,2024-05-10
CUST0425,CV Halim (Persero) Tbk,Mini Market,Jawa Timur,Sidoarjo,2024-06-08
CUST0426,PD Mardhiyah Saragih,Supermarket,Jawa Barat,Depok,2025-01-17
CUST0427,UD Susanti (Persero) Tbk,Wholesaler,Jawa Barat,Cirebon,2025-09-20
CUST0428,PD Mangunsong Hasanah,Retail Store,Jawa Barat,Bandung,2024-04-22
CUST0429,PD Pudjiastuti Tbk,Mini Market,Jawa Barat,Bogor,2025-11-22
CUST0430,CV Zulaika Riyanti,Retail Store,DKI Jakarta,Jakarta Timur,2025-12-03
CUST0431,Perum Hassanah,Mini Market,Banten,Tangerang,2026-04-09
CUST0432,PT Pratiwi (Persero) Tbk,Mini Market,DKI Jakarta,Jakarta Barat,2025-03-27
CUST0433,Perum Nasyiah Maryadi,Mini Market,Jawa Timur,Sidoarjo,2023-11-02
CUST0434,PT Zulaika Putra Tbk,Retail Store,Jawa Barat,Depok,2024-02-23
CUST0435,PT Hasanah Mustofa Tbk,Online Reseller,Sumatera Utara,Binjai,2023-12-04
CUST0436,Perum Hariyah,Retail Store,Jawa Timur,Kediri,2025-01-08
CUST0437,PT Widodo Tbk,Mini Market,DKI Jakarta,Jakarta Selatan,2025-09-01
CUST0438,Perum Hidayanto Gunawan,Retail Store,Jawa Barat,Cirebon,2026-02-06
CUST0439,Perum Halim,Supermarket,Banten,Serang,2024-12-02
CUST0440,PD Firmansyah,Retail Store,Jawa Barat,Bekasi,2026-06-15
CUST0441,CV Yuniar Yuliarti,Supermarket,Jawa Tengah,Semarang,2024-07-06
CUST0442,PD Hassanah Tbk,Retail Store,Jawa Barat,Bogor,2026-07-17
CUST0443,UD Lazuardi Nugroho,Retail Store,Banten,Cilegon,2024-10-11
CUST0444,Perum Mahendra Prasetyo (Persero) Tbk,Retail Store,DKI Jakarta,Jakarta Timur,2026-08-18
CUST0445,PD Wulandari Tbk,Retail Store,Jawa Barat,Bandung,2025-12-02
CUST0446,CV Haryanti Situmorang,Wholesaler,Banten,Tangerang,2025-03-31
CUST0447,PT Firmansyah Wijayanti,Retail Store,Sumatera Utara,Binjai,2024-02-12
CUST0448,CV Putra,Retail Store,DKI Jakarta,Jakarta Selatan,2024-11-28
CUST0449,PD Rahimah,Wholesaler,Jawa Tengah,Solo,2023-11-08
CUST0450,CV Gunawan,Retail Store,Jawa Barat,Bekasi,2025-08-31
CUST0451,Perum Pratama Hakim,Retail Store,Jawa Barat,,2024-11-09
CUST0452,CV Permata Tbk,Mini Market,Jawa Barat,Bandung,2024-01-27
CUST0453,CV Sihombing (Persero) Tbk,Wholesaler,Jawa Timur,Malang,2025-05-20
CUST0454,PD Salahudin Saefullah,Retail Store,Sumatera Utara,Binjai,2026-08-10
CUST0455,PD Puspita Lailasari,Retail Store,Jawa Tengah,Semarang,2023-11-01
CUST0456,PD Novitasari Tbk,Retail Store,DKI Jakarta,Jakarta Barat,2023-10-17
CUST0457,CV Salahudin Waluyo (Persero) Tbk,Mini Market,DKI Jakarta,Jakarta Barat,2025-09-27
CUST0458,CV Prasetyo Salahudin (Persero) Tbk,Mini Market,DKI Jakarta,Jakarta Selatan,2025-11-30
CUST0459,Perum Zulkarnain,Online Reseller,Jawa Tengah,Tegal,2026-01-25
CUST0460,PD Prasasta Rajasa,Retail Store,Banten,Serang,2026-07-21
CUST0461,PD Uwais,Mini Market,Sumatera Utara,Binjai,2024-04-05
CUST0462,PT Santoso Waluyo,Wholesaler,Sulawesi Selatan,Makassar,2023-12-06
CUST0463,PT Nainggolan,Retail Store,Jawa Timur,Malang,2025-09-02
CUST0464,PD Pranowo Sitorus,Mini Market,Jawa Tengah,Semarang,2026-01-24
CUST0465,CV Nainggolan,Retail Store,DKI Jakarta,Jakarta Pusat,2024-07-23
CUST0466,PD Prasasta,Wholesaler,Jawa Barat,Depok,2026-07-15
CUST0467,PD Permadi Puspasari,Mini Market,Bali,Denpasar,2025-09-26
CUST0468,PD Hastuti Tbk,Retail Store,Jawa Barat,Bekasi,2024-08-13
CUST0469,Perum Mandasari Tbk,Online Reseller,Jawa Barat,Cirebon,2024-07-29
CUST0470,UD Putra Uwais Tbk,Mini Market,Jawa Barat,Depok,2023-12-12
CUST0471,CV Budiyanto Rajata,Mini Market,Jawa Tengah,Semarang,2024-11-22
CUST0472,UD Mangunsong Napitupulu Tbk,Wholesaler,DKI Jakarta,Jakarta Selatan,2025-04-23
CUST0473,PD Pudjiastuti Yolanda,Retail Store,Jawa Barat,Bandung,2024-05-04
CUST0474,UD Lestari Tbk,Online Reseller,Jawa Barat,Depok,2026-06-25
CUST0475,CV Mandala Tbk,Mini Market,Sumatera Utara,Medan,2025-01-12
CUST0476,Perum Firmansyah,Supermarket,DKI Jakarta,Jakarta Barat,2024-03-15
CUST0477,PT Ardianto,Online Reseller,Jawa Barat,Cirebon,2026-03-02
CUST0478,PT Maryadi Anggriawan,Retail Store,Jawa Timur,Sidoarjo,2024-11-20
CUST0479,UD Halim Safitri Tbk,Retail Store,Jawa Timur,Kediri,2024-04-22
CUST0480,PT Nasyidah,Supermarket,Jawa Barat,Cirebon,2025-08-17
CUST0481,PT Nuraini,Mini Market,Jawa Barat,Cirebon,2025-04-22
CUST0482,PT Mardhiyah Tbk,Retail Store,Jawa Tengah,Tegal,2025-10-25
CUST0483,PT Kuswoyo Novitasari,Retail Store,Jawa Tengah,Tegal,2026-01-25
CUST0484,Perum Novitasari Ramadan,Retail Store,Banten,Tangerang,2024-02-06
CUST0485,PD Hutapea Tbk,Mini Market,DKI Jakarta,Jakarta Barat,2026-02-04
CUST0486,Perum Prasasta Prasetyo Tbk,Online Reseller,DKI Jakarta,Jakarta Barat,2026-07-12
CUST0487,PT Iswahyudi,Retail Store,Banten,Serang,2025-09-14
CUST0488,Perum Kusmawati Hakim (Persero) Tbk,Retail Store,Jawa Barat,Bekasi,2024-11-12
CUST0489,PD Fujiati,Retail Store,DKI Jakarta,Jakarta Timur,2025-10-04
CUST0490,Perum Kuswoyo (Persero) Tbk,Mini Market,Jawa Timur,Kediri,2025-08-02
CUST0491,UD Gunawan Hutagalung Tbk,Wholesaler,Jawa Tengah,Solo,2024-05-04
CUST0492,CV Sihotang,Retail Store,Jawa Barat,Bogor,2026-05-07
CUST0493,Perum Megantara Widodo,Mini Market,Banten,Serang,2023-09-13
CUST0494,CV Pratiwi (Persero) Tbk,Mini Market,DKI Jakarta,Jakarta Pusat,2026-06-09
CUST0495,Perum Sitompul Winarno (Persero) Tbk,Wholesaler,Jawa Tengah,Magelang,2025-05-08
CUST0496,Perum Situmorang,Supermarket,Banten,Tangerang,2026-01-08
CUST0497,CV Hutagalung Siregar Tbk,Mini Market,Jawa Tengah,Magelang,2023-10-24
CUST0498,PT Usada Tbk,Retail Store,Jawa Timur,Sidoarjo,2026-07-22
CUST0499,PD Pradana Tamba Tbk,Retail Store,Sulawesi Selatan,Parepare,2025-12-31
CUST0500,PT Safitri Sihombing (Persero) Tbk,Mini Market,Bali,Denpasar,2024-12-11
