transaction_id,order_id,order_date,customer_id,product_id,region,quantity,unit_price,discount_pct,discount_amount,revenue,cogs
TRX0023835,ORD010681,2024-04-30,CUST0036,P003,Banten,8,15500,0.0489,6065.9,117934.1,105600
TRX0024172,ORD010829,2024-04-30,CUST0069,P002,Jawa Timur,17,68000,0.0666,77025.77,1078974.23,1028500
TRX0024173,ORD010829,2024-04-30,CUST0069,P008,Jawa Timur,12,19500,0.046,10762.65,223237.35,196800
TRX0024175,ORD010829,2024-04-30,CUST0069,P005,Jawa Timur,16,3000,0.0,0.0,48000.0,36800
TRX0026027,ORD011647,2024-04-30,CUST0481,P004,Jawa Barat,34,3200,0.1171,12739.47,96060.53,83300
TRX0026028,ORD011647,2024-04-30,CUST0481,P002,Jawa Barat,5,68000,0.0641,21793.29,318206.71,302500
TRX0026029,ORD011647,2024-04-30,CUST0481,P009,Jawa Barat,9,3800,0.0,0.0,34200.0,26100
TRX0027061,ORD012097,2024-04-30,CUST0413,P004,DKI Jakarta,13,3200,0.0472,1962.07,39637.93,31850
TRX0027672,ORD012367,2024-04-30,CUST0487,P010,Banten,5,9800,0.0193,946.57,48053.43,37500
TRX0027673,ORD012367,2024-04-30,CUST0487,P006,Banten,15,9500,0.0,0.0,142500.0,106500
TRX0027674,ORD012367,2024-04-30,CUST0487,P001,Banten,8,18500,0.0141,2086.7,145913.3,126400
TRX0027675,ORD012367,2024-04-30,CUST0487,P007,Banten,21,12500,0.088,23095.31,239404.69,201600
TRX0027995,ORD012503,2024-04-30,CUST0471,P012,Jawa Tengah,20,16500,0.0693,22884.9,307115.1,262000
TRX0027996,ORD012503,2024-04-30,CUST0471,P010,Jawa Tengah,10,9800,0.0622,6099.34,91900.66,75000
TRX0035785,ORD015975,2024-04-30,CUST0205,P014,Sulawesi Selatan,11,20000,0.0014,300.94,219699.06,170500
TRX0035786,ORD015975,2024-04-30,CUST0205,P010,Sulawesi Selatan,5,9800,0.0612,2999.99,46000.01,37500
TRX0037453,ORD016727,2024-04-30,CUST0048,P004,Banten,5,3200,0.0,0.0,16000.0,12250
TRX0038466,ORD017189,2024-04-30,CUST0095,P005,DKI Jakarta,10,3000,0.032,960.88,29039.12,23000
TRX0038933,ORD017391,2024-04-30,CUST0386,P001,Jawa Barat,5,18500,0.0614,5674.98,86825.02,79000
TRX0038934,ORD017391,2024-04-30,CUST0386,P004,Jawa Barat,4,3200,0.04,511.46,12288.54,9800
TRX0040814,ORD018226,2024-04-30,CUST0059,P010,Sumatera Utara,9,9800,0.0365,3223.69,84976.31,67500
TRX0041444,ORD018501,2024-04-30,CUST0189,P007,Sumatera Utara,4,12500,0.0384,1920.98,48079.02,38400
TRX0041445,ORD018501,2024-04-30,CUST0189,P002,Sumatera Utara,10,68000,0.0867,58982.63,621017.37,605000
TRX0041446,ORD018501,2024-04-30,CUST0189,P001,Sumatera Utara,9,18500,0.0449,7476.86,159023.14,142200
TRX0041650,ORD018593,2024-04-30,CUST0084,P001,Jawa Tengah,10,18500,0.06,11097.22,173902.78,158000
TRX0041651,ORD018593,2024-04-30,CUST0084,P004,Jawa Tengah,12,3200,0.0323,1239.07,37160.93,29400
TRX0041652,ORD018593,2024-04-30,CUST0084,P003,Jawa Tengah,25,15500,0.1317,51040.3,336459.7,330000
TRX0041654,ORD018593,2024-04-30,CUST0084,P007,Jawa Tengah,1,12500,0.0208,259.76,12240.24,9600
TRX0042721,ORD019077,2024-04-30,CUST0440,P003,Jawa Barat,16,15500,0.0126,3119.47,244880.53,211200
TRX0042722,ORD019077,2024-04-30,CUST0440,P015,Jawa Barat,5,28500,0.0277,3951.3,138548.7,110000
TRX0045075,ORD020139,2024-04-30,CUST0424,P005,Jawa Barat,6,3000,0.0129,231.32,17768.68,13800
TRX0045076,ORD020139,2024-04-30,CUST0424,P004,Jawa Barat,5,3200,0.0331,529.02,15470.98,12250
TRX0045077,ORD020139,2024-04-30,CUST0424,P001,Jawa Barat,10,18500,0.0626,11584.08,173415.92,158000
TRX0045078,ORD020139,2024-04-30,CUST0424,P003,Jawa Barat,8,15500,0.0284,3521.93,120478.07,105600
TRX0047408,ORD021154,2024-04-30,CUST0173,P001,Jawa Timur,3,18500,0.0,0.0,55500.0,47400
TRX0047409,ORD021154,2024-04-30,CUST0173,P011,Jawa Timur,19,11500,0.0669,14615.24,203884.76,169100
TRX0047410,ORD021154,2024-04-30,CUST0173,P002,Jawa Timur,6,68000,0.0369,15058.68,392941.32,363000
TRX0050460,ORD022554,2024-04-30,CUST0227,P009,Jawa Timur,9,3800,0.0055,189.8,34010.2,26100
TRX0050462,ORD022554,2024-04-30,CUST0227,P011,Jawa Timur,12,11500,0.0046,638.45,137361.55,106800
TRX0050463,ORD022554,2024-04-30,CUST0227,P012,Jawa Timur,11,16500,0.0838,15217.78,166282.22,144100
TRX0051019,ORD022791,2024-04-30,CUST0253,P008,DKI Jakarta,11,19500,0.0316,6782.33,207717.67,180400
TRX0002358,ORD001053,2024-05-01,CUST0403,P004,Jawa Timur,1,3200,0.0,0.0,3200.0,2450
TRX0002359,ORD001053,2024-05-01,CUST0403,P013,Jawa Timur,3,13800,0.0102,422.74,40977.26,31800
TRX0002516,ORD001128,2024-05-01,CUST0377,P004,DKI Jakarta,23,3200,0.05,3680.0,69920.0,56350
TRX0002517,ORD001128,2024-05-01,CUST0377,P011,DKI Jakarta,24,11500,0.0872,24068.44,251931.56,213600
TRX0002518,ORD001128,2024-05-01,CUST0377,P003,DKI Jakarta,15,15500,0.0678,15772.34,216727.66,198000
TRX0002519,ORD001128,2024-05-01,CUST0377,P005,DKI Jakarta,6,3000,0.038,684.33,17315.67,13800
TRX0003981,ORD001778,2024-05-01,CUST0278,P005,Sumatera Utara,4,3000,0.0185,222.47,11777.53,9200
TRX0003982,ORD001778,2024-05-01,CUST0278,P009,Sumatera Utara,12,3800,0.0,0.0,45600.0,34800
TRX0005001,ORD002225,2024-05-01,CUST0254,P006,Sulawesi Selatan,11,9500,0.0505,5275.66,99224.34,78100
TRX0008780,ORD003915,2024-05-01,CUST0036,P009,Banten,5,3800,0.0293,555.8,18444.2,14500
TRX0009048,ORD004035,2024-05-01,CUST0482,P002,Jawa Tengah,15,68000,0.0455,46403.85,973596.15,907500
TRX0009049,ORD004035,2024-05-01,CUST0482,P003,Jawa Tengah,3,15500,0.0215,1001.51,45498.49,39600
TRX0009050,ORD004035,2024-05-01,CUST0482,P001,Jawa Tengah,5,18500,0.0283,2616.69,89883.31,79000
TRX0009609,ORD004277,2024-05-01,CUST0080,P002,Jawa Tengah,10,68000,0.0554,37687.4,642312.6,605000
TRX0009610,ORD004277,2024-05-01,CUST0080,P009,Jawa Tengah,6,3800,0.0513,1169.82,21630.18,17400
TRX0009611,ORD004277,2024-05-01,CUST0080,P004,Jawa Tengah,9,3200,0.057,1642.21,27157.79,22050
TRX0009612,ORD004277,2024-05-01,CUST0080,P008,Jawa Tengah,1,19500,0.0715,1393.89,18106.11,16400
TRX0010477,ORD004678,2024-05-01,CUST0264,P008,Jawa Timur,16,19500,0.0325,10148.7,301851.3,262400
TRX0010478,ORD004678,2024-05-01,CUST0264,P005,Jawa Timur,37,3000,0.05,5550.0,105450.0,85100
TRX0010758,ORD004811,2024-05-01,CUST0435,P012,Sumatera Utara,26,16500,0.05,21450.0,407550.0,340600
TRX0011721,ORD005247,2024-05-01,CUST0233,P011,Bali,3,11500,0.0404,1394.2,33105.8,26700
TRX0011722,ORD005247,2024-05-01,CUST0233,P004,Bali,8,3200,0.0061,156.66,25443.34,19600
TRX0011724,ORD005247,2024-05-01,CUST0233,P002,Bali,4,68000,0.0511,13889.4,258110.6,242000
TRX0011725,ORD005247,2024-05-01,CUST0233,P008,Bali,11,19500,0.0721,15475.97,199024.03,180400
TRX0020004,ORD008955,2024-05-01,CUST0176,P006,Jawa Timur,9,9500,0.0279,2385.29,83114.71,63900
TRX0020005,ORD008955,2024-05-01,CUST0176,P002,Jawa Timur,23,68000,0.05,78200.0,1485800.0,1391500
TRX0020006,ORD008955,2024-05-01,CUST0176,P008,Jawa Timur,2,19500,0.0494,1925.5,37074.5,32800
TRX0020831,ORD009335,2024-05-01,CUST0471,P005,Jawa Tengah,20,3000,0.0883,5297.98,54702.02,46000
TRX0020832,ORD009335,2024-05-01,CUST0471,P010,Jawa Tengah,9,9800,0.0065,574.67,87625.33,67500
TRX0020833,ORD009335,2024-05-01,CUST0471,P004,Jawa Tengah,3,3200,0.0367,351.86,9248.14,7350
TRX0021201,ORD009496,2024-05-01,CUST0138,P009,Jawa Timur,5,3800,0.0676,1284.24,17715.76,14500
TRX0021641,ORD009703,2024-05-01,CUST0300,P005,Jawa Barat,5,3000,0.0728,1092.45,13907.55,11500
TRX0022247,ORD009966,2024-05-01,CUST0151,P004,Jawa Barat,22,3200,0.0842,5928.16,64471.84,53900
TRX0022248,ORD009966,2024-05-01,CUST0151,P005,Jawa Barat,5,3000,0.0273,408.77,14591.23,11500
TRX0034689,ORD015492,2024-05-01,CUST0321,P002,Jawa Barat,2,68000,0.0507,6891.58,129108.42,121000
TRX0035697,ORD015935,2024-05-01,CUST0098,P006,Jawa Tengah,3,9500,0.0465,1326.59,27173.41,21300
TRX0035698,ORD015935,2024-05-01,CUST0098,P009,Jawa Tengah,4,3800,0.0419,636.48,14563.52,11600
TRX0037725,ORD016862,2024-05-01,CUST0196,P004,Bali,19,3200,0.0,0.0,60800.0,46550
TRX0037726,ORD016862,2024-05-01,CUST0196,P005,Bali,12,3000,0.0548,1974.09,34025.91,27600
TRX0037881,ORD016927,2024-05-01,CUST0445,P002,Jawa Barat,13,68000,0.0629,55591.25,828408.75,786500
TRX0037882,ORD016927,2024-05-01,CUST0445,P003,Jawa Barat,9,15500,0.0577,8054.68,131445.32,118800
TRX0037883,ORD016927,2024-05-01,CUST0445,P001,Jawa Barat,10,18500,0.0436,8060.33,176939.67,158000
TRX0038390,ORD017154,2024-05-01,CUST0494,P010,DKI Jakarta,3,9800,0.0642,1886.88,27513.12,22500
TRX0038391,ORD017154,2024-05-01,CUST0494,P012,DKI Jakarta,6,16500,0.121,11983.39,87016.61,78600
TRX0038571,ORD017238,2024-05-01,CUST0019,P005,Jawa Tengah,8,3000,0.0595,1428.41,22571.59,18400
TRX0038572,ORD017238,2024-05-01,CUST0019,P010,Jawa Tengah,12,9800,0.055,6473.33,111126.67,90000
TRX0040470,ORD018071,2024-05-01,CUST0500,P003,Bali,7,15500,0.0295,3198.9,105301.1,92400
TRX0040471,ORD018071,2024-05-01,CUST0500,P008,Bali,8,19500,0.0279,4359.8,151640.2,131200
TRX0040472,ORD018071,2024-05-01,CUST0500,P005,Bali,5,3000,0.0738,1107.46,13892.54,11500
TRX0043519,ORD019439,2024-05-01,CUST0244,P003,Jawa Barat,3,15500,0.0897,4169.19,42330.81,39600
TRX0043520,ORD019439,2024-05-01,CUST0244,P011,Jawa Barat,10,11500,0.0118,1356.31,113643.69,89000
TRX0043521,ORD019439,2024-05-01,CUST0244,P001,Jawa Barat,6,18500,0.0375,4163.05,106836.95,94800
TRX0051784,ORD023153,2024-05-01,CUST0392,P014,Jawa Tengah,7,20000,0.0122,1708.82,138291.18,108500
TRX0053932,ORD024101,2024-05-01,CUST0478,P013,Jawa Timur,12,13800,0.014,2316.16,163283.84,127200
TRX0053934,ORD024101,2024-05-01,CUST0478,P005,Jawa Timur,3,3000,0.0216,194.82,8805.18,6900
TRX0055199,ORD024660,2024-05-01,CUST0270,P006,Jawa Timur,5,9500,0.0153,728.15,46771.85,35500
TRX0055200,ORD024660,2024-05-01,CUST0270,P001,Jawa Timur,9,18500,0.0627,10433.72,156066.28,142200
TRX0055201,ORD024660,2024-05-01,CUST0270,P009,Jawa Timur,4,3800,0.0438,666.41,14533.59,11600
TRX0000649,ORD000297,2024-05-02,CUST0248,P008,Jawa Timur,5,19500,0.0673,6559.18,90940.82,82000
TRX0000904,ORD000401,2024-05-02,CUST0391,P001,DKI Jakarta,10,18500,0.0207,3822.16,181177.84,158000
TRX0000905,ORD000402,2024-05-02,CUST0094,P011,Sumatera Utara,5,11500,0.0379,2181.31,55318.69,44500
TRX0003143,ORD001392,2024-05-02,CUST0392,P004,Jawa Tengah,3,3200,0.0,0.0,9600.0,7350
TRX0003684,ORD001634,2024-05-02,CUST0500,P002,Bali,4,68000,0.0416,11327.91,260672.09,242000
TRX0003685,ORD001634,2024-05-02,CUST0500,P004,Bali,2,3200,0.0485,310.41,6089.59,4900
TRX0003686,ORD001634,2024-05-02,CUST0500,P006,Bali,7,9500,0.0245,1630.61,64869.39,49700
TRX0003687,ORD001634,2024-05-02,CUST0500,P005,Bali,23,3000,0.1087,7502.33,61497.67,52900
TRX0004339,ORD001936,2024-05-02,CUST0485,P004,DKI Jakarta,5,3200,0.0568,909.43,15090.57,12250
TRX0005480,ORD002456,2024-05-02,CUST0039,P014,Banten,6,20000,0.0212,2538.31,117461.69,93000
TRX0005481,ORD002456,2024-05-02,CUST0039,P003,Banten,8,15500,0.0315,3907.73,120092.27,105600
TRX0005482,ORD002456,2024-05-02,CUST0039,P007,Banten,3,12500,0.0545,2043.9,35456.1,28800
TRX0008362,ORD003730,2024-05-02,CUST0033,P014,Jawa Tengah,5,20000,0.0661,6608.74,93391.26,77500
TRX0008576,ORD003828,2024-05-02,CUST0494,P001,DKI Jakarta,2,18500,0.0873,3230.04,33769.96,31600
TRX0008577,ORD003828,2024-05-02,CUST0494,P012,DKI Jakarta,2,16500,0.0,0.0,33000.0,26200
TRX0010578,ORD004729,2024-05-02,CUST0474,P003,Jawa Barat,18,15500,0.063,17572.38,261427.62,237600
TRX0010580,ORD004729,2024-05-02,CUST0474,P005,Jawa Barat,12,3000,0.0323,1163.56,34836.44,27600
TRX0010581,ORD004729,2024-05-02,CUST0474,P009,Jawa Barat,3,3800,0.0217,247.57,11152.43,8700
TRX0010582,ORD004729,2024-05-02,CUST0474,P008,Jawa Barat,6,19500,0.0275,3218.36,113781.64,98400
TRX0013045,ORD005842,2024-05-02,CUST0379,P001,DKI Jakarta,3,18500,0.0126,696.72,54803.28,47400
TRX0018841,ORD008405,2024-05-02,CUST0500,P004,Bali,13,3200,0.0507,2110.39,39489.61,31850
TRX0018842,ORD008405,2024-05-02,CUST0500,P006,Bali,11,9500,0.0304,3178.1,101321.9,78100
TRX0018843,ORD008405,2024-05-02,CUST0500,P013,Bali,10,13800,0.0258,3561.91,134438.09,106000
TRX0018844,ORD008405,2024-05-02,CUST0500,P001,Bali,4,18500,0.0,0.0,74000.0,63200
TRX0018845,ORD008405,2024-05-02,CUST0500,P007,Bali,4,12500,0.0346,1731.43,48268.57,38400
TRX0020349,ORD009110,2024-05-02,CUST0435,P005,Sumatera Utara,4,3000,0.0398,477.17,11522.83,9200
TRX0020563,ORD009208,2024-05-02,CUST0151,P013,Jawa Barat,4,13800,0.0997,5501.62,49698.38,42400
TRX0023668,ORD010608,2024-05-02,CUST0174,P011,DKI Jakarta,2,11500,0.0564,1296.88,21703.12,17800
TRX0026179,ORD011712,2024-05-02,CUST0302,P015,Jawa Barat,25,28500,0.0803,57219.76,655280.24,550000
TRX0026180,ORD011712,2024-05-02,CUST0302,P004,Jawa Barat,4,3200,0.0549,703.03,12096.97,9800
TRX0026603,ORD011893,2024-05-02,CUST0012,P008,Jawa Tengah,6,19500,0.0574,6713.06,110286.94,98400
TRX0026604,ORD011893,2024-05-02,CUST0012,P002,Jawa Tengah,4,68000,0.0,0.0,272000.0,242000
TRX0026605,ORD011893,2024-05-02,CUST0012,P001,Jawa Tengah,9,18500,0.0379,6307.25,160192.75,142200
TRX0027453,ORD012271,2024-05-02,CUST0059,P004,Sumatera Utara,4,3200,0.0512,655.83,12144.17,9800
TRX0027974,ORD012492,2024-05-02,CUST0383,P010,Jawa Barat,6,9800,0.0051,302.36,58497.64,45000
TRX0032623,ORD014575,2024-05-02,CUST0310,P009,Sumatera Utara,7,3800,0.0964,2563.3,24036.7,20300
TRX0032624,ORD014575,2024-05-02,CUST0310,P008,Sumatera Utara,22,19500,0.0585,25093.95,403906.05,360800
TRX0032625,ORD014575,2024-05-02,CUST0310,P004,Sumatera Utara,23,3200,0.0711,5233.33,68366.67,56350
TRX0032626,ORD014575,2024-05-02,CUST0310,P013,Sumatera Utara,14,13800,0.0455,8791.47,184408.53,148400
TRX0033316,ORD014877,2024-05-02,CUST0174,P012,DKI Jakarta,3,16500,0.0132,651.74,48848.26,39300
TRX0033317,ORD014877,2024-05-02,CUST0174,P003,DKI Jakarta,21,15500,0.0771,25089.17,300410.83,277200
TRX0033318,ORD014877,2024-05-02,CUST0174,P010,DKI Jakarta,25,9800,0.1051,25755.24,219244.76,187500
TRX0035384,ORD015798,2024-05-02,CUST0067,P006,Jawa Barat,14,9500,0.0336,4473.95,128526.05,99400
TRX0035385,ORD015798,2024-05-02,CUST0067,P001,Jawa Barat,15,18500,0.0405,11239.85,266260.15,237000
TRX0035678,ORD015927,2024-05-02,CUST0346,P001,Jawa Tengah,9,18500,0.0001,17.63,166482.37,142200
TRX0042415,ORD018940,2024-05-02,CUST0046,P009,Jawa Barat,8,3800,0.0,0.0,30400.0,23200
TRX0042416,ORD018940,2024-05-02,CUST0046,P012,Jawa Barat,3,16500,0.0425,2103.86,47396.14,39300
TRX0045474,ORD020318,2024-05-02,CUST0278,P014,Sumatera Utara,5,20000,0.0929,9288.49,90711.51,77500
TRX0049603,ORD022169,2024-05-02,CUST0470,P007,Jawa Barat,5,12500,0.0591,3692.37,58807.63,48000
TRX0049604,ORD022169,2024-05-02,CUST0470,P002,Jawa Barat,5,68000,0.0624,21213.95,318786.05,302500
TRX0050108,ORD022400,2024-05-02,CUST0215,P001,Jawa Tengah,15,18500,0.0,0.0,277500.0,237000
TRX0051969,ORD023233,2024-05-02,CUST0474,P009,Jawa Barat,4,3800,0.0348,528.88,14671.12,11600
TRX0051970,ORD023233,2024-05-02,CUST0474,P010,Jawa Barat,7,9800,0.0447,3068.83,65531.17,52500
TRX0051971,ORD023233,2024-05-02,CUST0474,P014,Jawa Barat,6,20000,0.0301,3612.86,116387.14,93000
TRX0055344,ORD024728,2024-05-02,CUST0133,P004,Sumatera Utara,2,3200,0.03,191.71,6208.29,4900
TRX0055345,ORD024728,2024-05-02,CUST0133,P013,Sumatera Utara,8,13800,0.0398,4389.79,106010.21,84800
TRX0055346,ORD024728,2024-05-02,CUST0133,P002,Sumatera Utara,6,68000,0.0288,11734.92,396265.08,363000
TRX0001295,ORD000572,2024-05-03,CUST0238,P015,DKI Jakarta,15,28500,0.0,0.0,427500.0,330000
TRX0006408,ORD002877,2024-05-03,CUST0130,P005,DKI Jakarta,15,3000,0.0511,2298.6,42701.4,34500
TRX0006409,ORD002877,2024-05-03,CUST0130,P003,DKI Jakarta,7,15500,0.0755,8187.55,100312.45,92400
TRX0008171,ORD003650,2024-05-03,CUST0072,P014,Jawa Timur,5,20000,0.0681,6811.32,93188.68,77500
TRX0008172,ORD003650,2024-05-03,CUST0072,P012,Jawa Timur,15,16500,0.093,23008.49,224491.51,196500
TRX0008181,ORD003656,2024-05-03,CUST0413,P010,DKI Jakarta,6,9800,0.0,0.0,58800.0,45000
TRX0008182,ORD003656,2024-05-03,CUST0413,P004,DKI Jakarta,10,3200,0.0047,149.14,31850.86,24500
TRX0008183,ORD003656,2024-05-03,CUST0413,P002,DKI Jakarta,3,68000,0.0047,955.23,203044.77,181500
TRX0008539,ORD003811,2024-05-03,CUST0325,P013,Banten,13,13800,0.0614,11020.28,168379.72,137800
TRX0008540,ORD003811,2024-05-03,CUST0325,P009,Banten,4,3800,0.0215,326.67,14873.33,11600
TRX0009479,ORD004223,2024-05-03,CUST0234,P015,Jawa Tengah,10,28500,0.0445,12687.28,272312.72,220000
TRX0009480,ORD004223,2024-05-03,CUST0234,P002,Jawa Tengah,5,68000,0.0679,23084.93,316915.07,302500
TRX0009777,ORD004357,2024-05-03,CUST0281,P005,Banten,6,3000,0.0,0.0,18000.0,13800
TRX0009778,ORD004357,2024-05-03,CUST0281,P013,Banten,7,13800,0.05,4831.88,91768.12,74200
TRX0009779,ORD004357,2024-05-03,CUST0281,P004,Banten,4,3200,0.0755,966.07,11833.93,9800
TRX0010543,ORD004711,2024-05-03,CUST0264,P014,Jawa Timur,14,20000,0.0317,8870.47,271129.53,217000
TRX0011334,ORD005073,2024-05-03,CUST0481,P001,Jawa Barat,3,18500,0.0133,739.47,54760.53,47400
TRX0011495,ORD005146,2024-05-03,CUST0105,P001,Jawa Barat,9,18500,0.0752,12512.93,153987.07,142200
TRX0011496,ORD005146,2024-05-03,CUST0105,P010,Jawa Barat,9,9800,0.0,0.0,88200.0,67500
TRX0011497,ORD005146,2024-05-03,CUST0105,P013,Jawa Barat,15,13800,0.0355,7347.45,199652.55,159000
TRX0011498,ORD005146,2024-05-03,CUST0105,P004,Jawa Barat,7,3200,0.0267,598.76,21801.24,17150
TRX0011499,ORD005146,2024-05-03,CUST0105,P005,Jawa Barat,3,3000,0.0344,309.52,8690.48,6900
TRX0011933,ORD005337,2024-05-03,CUST0257,P005,Sulawesi Selatan,9,3000,0.1103,2978.79,24021.21,20700
TRX0011934,ORD005337,2024-05-03,CUST0257,P002,Sulawesi Selatan,7,68000,0.0281,13367.31,462632.69,423500
TRX0014184,ORD006355,2024-05-03,CUST0413,P005,DKI Jakarta,6,3000,0.0507,912.0,17088.0,13800
TRX0014678,ORD006576,2024-05-03,CUST0242,P002,Jawa Timur,3,68000,0.0,0.0,204000.0,181500
TRX0014679,ORD006576,2024-05-03,CUST0242,P011,Jawa Timur,32,11500,0.1014,37329.17,330670.83,284800
TRX0014680,ORD006576,2024-05-03,CUST0242,P005,Jawa Timur,3,3000,0.0905,814.66,8185.34,6900
TRX0018263,ORD008155,2024-05-03,CUST0297,P005,Jawa Barat,4,3000,0.0473,567.26,11432.74,9200
TRX0018265,ORD008155,2024-05-03,CUST0297,P002,Jawa Barat,4,68000,0.0699,19023.73,252976.27,242000
TRX0018266,ORD008155,2024-05-03,CUST0297,P001,Jawa Barat,11,18500,0.0277,5645.37,197854.63,173800
TRX0018494,ORD008258,2024-05-03,CUST0446,P011,Banten,3,11500,0.0076,262.44,34237.56,26700
TRX0018495,ORD008258,2024-05-03,CUST0446,P001,Banten,4,18500,0.0571,4228.46,69771.54,63200
TRX0019906,ORD008909,2024-05-03,CUST0343,P001,Sulawesi Selatan,6,18500,0.0704,7809.93,103190.07,94800
TRX0020334,ORD009100,2024-05-03,CUST0468,P004,Jawa Barat,9,3200,0.0713,2052.95,26747.05,22050
TRX0026781,ORD011979,2024-05-03,CUST0278,P012,Sumatera Utara,3,16500,0.0364,1803.99,47696.01,39300
TRX0028418,ORD012694,2024-05-03,CUST0191,P004,Jawa Barat,18,3200,0.0092,528.78,57071.22,44100
TRX0028419,ORD012694,2024-05-03,CUST0191,P009,Jawa Barat,6,3800,0.0106,241.74,22558.26,17400
TRX0030634,ORD013686,2024-05-03,CUST0487,P001,Banten,8,18500,0.0184,2722.3,145277.7,126400
TRX0030635,ORD013686,2024-05-03,CUST0487,P002,Banten,9,68000,0.0249,15225.8,596774.2,544500
TRX0030636,ORD013686,2024-05-03,CUST0487,P011,Banten,6,11500,0.0347,2393.48,66606.52,53400
TRX0031703,ORD014171,2024-05-03,CUST0300,P010,Jawa Barat,4,9800,0.0296,1159.86,38040.14,30000
TRX0031705,ORD014171,2024-05-03,CUST0300,P004,Jawa Barat,9,3200,0.0377,1084.89,27715.11,22050
TRX0031707,ORD014171,2024-05-03,CUST0300,P003,Jawa Barat,4,15500,0.0157,975.72,61024.28,52800
TRX0032058,ORD014328,2024-05-03,CUST0308,P004,Sumatera Utara,11,3200,0.0733,2579.14,32620.86,26950
TRX0032059,ORD014328,2024-05-03,CUST0308,P006,Sumatera Utara,5,9500,0.0152,722.63,46777.37,35500
TRX0034635,ORD015468,2024-05-03,CUST0302,P007,Jawa Barat,14,12500,0.0093,1629.89,173370.11,134400
TRX0034636,ORD015468,2024-05-03,CUST0302,P008,Jawa Barat,13,19500,0.0122,3094.76,250405.24,213200
TRX0037844,ORD016911,2024-05-03,CUST0043,P002,Jawa Tengah,2,68000,0.0458,6235.4,129764.6,121000
TRX0038864,ORD017366,2024-05-03,CUST0317,P005,Jawa Timur,2,3000,0.0032,18.98,5981.02,4600
TRX0038865,ORD017366,2024-05-03,CUST0317,P009,Jawa Timur,3,3800,0.0214,243.58,11156.42,8700
TRX0038866,ORD017366,2024-05-03,CUST0317,P004,Jawa Timur,2,3200,0.0811,519.11,5880.89,4900
TRX0038867,ORD017366,2024-05-03,CUST0317,P002,Jawa Timur,7,68000,0.0672,31996.08,444003.92,423500
TRX0039737,ORD017749,2024-05-03,CUST0030,P008,Jawa Barat,11,19500,0.0,0.0,214500.0,180400
TRX0044030,ORD019660,2024-05-03,CUST0487,P005,Banten,10,3000,0.0252,755.71,29244.29,23000
TRX0044031,ORD019660,2024-05-03,CUST0487,P006,Banten,19,9500,0.0705,12719.32,167780.68,134900
TRX0044032,ORD019660,2024-05-03,CUST0487,P012,Banten,11,16500,0.0795,14431.23,167068.77,144100
TRX0044319,ORD019783,2024-05-03,CUST0391,P004,DKI Jakarta,6,3200,0.0094,181.08,19018.92,14700
TRX0045621,ORD020381,2024-05-03,CUST0487,P004,Banten,12,3200,0.0646,2481.8,35918.2,29400
TRX0048913,ORD021862,2024-05-03,CUST0261,P010,DKI Jakarta,2,9800,0.0243,476.1,19123.9,15000
TRX0049052,ORD021927,2024-05-03,CUST0017,P010,Jawa Barat,7,9800,0.0231,1587.24,67012.76,52500
TRX0049053,ORD021927,2024-05-03,CUST0017,P003,Jawa Barat,13,15500,0.0537,10812.69,190687.31,171600
TRX0049055,ORD021927,2024-05-03,CUST0017,P007,Jawa Barat,4,12500,0.0121,607.08,49392.92,38400
TRX0049056,ORD021927,2024-05-03,CUST0017,P001,Jawa Barat,9,18500,0.0045,755.65,165744.35,142200
TRX0051931,ORD023218,2024-05-03,CUST0066,P001,Jawa Timur,9,18500,0.0,4.48,166495.52,142200
TRX0051932,ORD023218,2024-05-03,CUST0066,P012,Jawa Timur,6,16500,0.0276,2730.06,96269.94,78600
TRX0054277,ORD024243,2024-05-03,CUST0481,P007,Jawa Barat,3,12500,0.0324,1215.59,36284.41,28800
TRX0054278,ORD024243,2024-05-03,CUST0481,P002,Jawa Barat,13,68000,0.0971,85814.11,798185.89,786500
TRX0054279,ORD024243,2024-05-03,CUST0481,P011,Jawa Barat,5,11500,0.0188,1083.48,56416.52,44500
TRX0055477,ORD024787,2024-05-03,CUST0205,P011,Sulawesi Selatan,6,11500,0.0289,1991.41,67008.59,53400
TRX0055478,ORD024787,2024-05-03,CUST0205,P001,Sulawesi Selatan,17,18500,0.0402,12628.48,301871.52,268600
TRX0000891,ORD000393,2024-05-04,CUST0234,P003,Jawa Tengah,2,15500,0.0926,2869.39,28130.61,26400
TRX0000892,ORD000393,2024-05-04,CUST0234,P006,Jawa Tengah,4,9500,0.0804,3055.52,34944.48,28400
TRX0005234,ORD002333,2024-05-04,CUST0093,P007,Jawa Tengah,3,12500,0.0,0.0,37500.0,28800
TRX0005517,ORD002470,2024-05-04,CUST0481,P007,Jawa Barat,8,12500,0.0092,917.18,99082.82,76800
TRX0005518,ORD002470,2024-05-04,CUST0481,P001,Jawa Barat,11,18500,0.0637,12953.63,190546.37,173800
TRX0005519,ORD002470,2024-05-04,CUST0481,P005,Jawa Barat,8,3000,0.0219,525.39,23474.61,18400
TRX0005520,ORD002470,2024-05-04,CUST0481,P010,Jawa Barat,5,9800,0.0671,3286.21,45713.79,37500
TRX0007592,ORD003399,2024-05-04,CUST0316,P014,Banten,5,20000,0.1086,10856.84,89143.16,77500
